dataset	method	seed	start	count	out_dir	method_config_override
imagenet_r	m5_hybrid_replay	1	640	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	1	704	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	1	768	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	1	832	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	1	896	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	1	960	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	2	0	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	2	64	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	2	128	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	2	192	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	2	256	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	2	320	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	2	384	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	2	448	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	2	512	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	2	576	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	2	640	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	2	704	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	2	768	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	2	832	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	2	896	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m5_hybrid_replay	2	960	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
